opec,descripcion,nivel_requerido,titulos_requeridos,experiencia_minima_meses
41783,"Desarrollar, analizar y apoyar la ejecución y seguimiento de procesos administrativos, operativos, financieros o presupuestales para el buen funcionamiento de las operaciones de la dependencia.",PROFESIONAL,,19.0
41785,"Realizar actividades de apoyo técnico y asistencial que permitan la Inspección, Vigilancia y Control de Alimentos y materias primas para la fabricación de los mismos en el Grupo de Trabajo asignado y en particular en el puerto, aeropuerto o paso fronterizo, según sea el caso, en concordancia con la legislación y procedimientos vigentes y las políticas y directrices del Instituto.",PROFESIONAL,,
41785,"Realizar actividades de apoyo técnico y asistencial que permitan la Inspección, Vigilancia y Control de Alimentos y materias primas para la fabricación de los mismos en el Grupo de Trabajo asignado y en particular en el puerto, aeropuerto o paso fronterizo, según sea el caso, en concordancia con la legislación y procedimientos vigentes y las políticas y directrices del Instituto.",NO ESPECIFICADO,,9.0
41784,"Realizar actividades de apoyo técnico y asistencial que permitan la Inspección, Vigilancia y Control de Alimentos y materias primas para la fabricación de los mismos en el Grupo de Trabajo asignado y en particular en el puerto, aeropuerto o paso fronterizo, según sea el caso, en concordancia con la legislación y procedimientos vigentes y las políticas y directrices del Instituto.",PROFESIONAL,,
41784,"Realizar actividades de apoyo técnico y asistencial que permitan la Inspección, Vigilancia y Control de Alimentos y materias primas para la fabricación de los mismos en el Grupo de Trabajo asignado y en particular en el puerto, aeropuerto o paso fronterizo, según sea el caso, en concordancia con la legislación y procedimientos vigentes y las políticas y directrices del Instituto.",NO ESPECIFICADO,,9.0
41786,"Realizar actividades de apoyo técnico que permitan la inspección física sanitaria de Alimentos y materias primas para los mismos, con destino a la importación o exportación para consumo humano, en puertos marítimos y fluviales, aeropuertos y pasos fronterizos, en concordancia con la legislación sanitaria, procedimientos, políticas y directrices vigentes.",PROFESIONAL,,9.0
41786,"Realizar actividades de apoyo técnico que permitan la inspección física sanitaria de Alimentos y materias primas para los mismos, con destino a la importación o exportación para consumo humano, en puertos marítimos y fluviales, aeropuertos y pasos fronterizos, en concordancia con la legislación sanitaria, procedimientos, políticas y directrices vigentes.",NO ESPECIFICADO,,9.0
41787,"Analizar, sustentar, recomendar y definir los conceptos y decisiones que legalmente deben tomarse en todos los asuntos de competencia de la dependencia y de los programas del Instituto.",PROFESIONAL,,19.0
41792,"Realizar actividades de apoyo técnico que permitan la inspección física sanitaria de Alimentos y materias primas para los mismos, con destino a la importación o exportación para consumo humano, en puertos marítimos y fluviales, aeropuertos y pasos fronterizos, en concordancia con la legislación sanitaria, procedimientos, políticas y directrices vigentes.",PROFESIONAL,,9.0
41792,"Realizar actividades de apoyo técnico que permitan la inspección física sanitaria de Alimentos y materias primas para los mismos, con destino a la importación o exportación para consumo humano, en puertos marítimos y fluviales, aeropuertos y pasos fronterizos, en concordancia con la legislación sanitaria, procedimientos, políticas y directrices vigentes.",NO ESPECIFICADO,,9.0
41788,"Realizar actividades de apoyo técnico que permitan la inspección física sanitaria de Alimentos y materias primas para los mismos, con destino a la importación o exportación para consumo humano, en puertos marítimos y fluviales, aeropuertos y pasos fronterizos, en concordancia con la legislación sanitaria, procedimientos, políticas y directrices vigentes.",PROFESIONAL,,9.0
41788,"Realizar actividades de apoyo técnico que permitan la inspección física sanitaria de Alimentos y materias primas para los mismos, con destino a la importación o exportación para consumo humano, en puertos marítimos y fluviales, aeropuertos y pasos fronterizos, en concordancia con la legislación sanitaria, procedimientos, políticas y directrices vigentes.",NO ESPECIFICADO,,9.0
41790,"Realizar actividades de apoyo técnico que permitan la inspección física sanitaria de Alimentos y materias primas para los mismos, con destino a la importación o exportación para consumo humano, en puertos marítimos y fluviales, aeropuertos y pasos fronterizos, en concordancia con la legislación sanitaria, procedimientos, políticas y directrices vigentes.",PROFESIONAL,,9.0
41790,"Realizar actividades de apoyo técnico que permitan la inspección física sanitaria de Alimentos y materias primas para los mismos, con destino a la importación o exportación para consumo humano, en puertos marítimos y fluviales, aeropuertos y pasos fronterizos, en concordancia con la legislación sanitaria, procedimientos, políticas y directrices vigentes.",NO ESPECIFICADO,,9.0
41793,"Apoyar la ejecución, seguimiento de procesos administrativos, operativos, financieros o presupuestales para el buen funcionamiento de la dependencia.",PROFESIONAL,,30.0
41794,"Ejecutar los instrumentos para la ejecución de las políticas, desarrollo de planes, programas y proyectos de inspección, vigilancia y control bajo el enfoque de riesgo de los productos competencia de la Dirección.",PROFESIONAL,,19.0
41796,"Realizar actividades de apoyo técnico que permitan la inspección física sanitaria de Alimentos y materias primas para los mismos, con destino a la importación o exportación para consumo humano, en puertos marítimos y fluviales, aeropuertos y pasos fronterizos, en concordancia con la legislación sanitaria, procedimientos, políticas y directrices vigentes.",PROFESIONAL,,9.0
41796,"Realizar actividades de apoyo técnico que permitan la inspección física sanitaria de Alimentos y materias primas para los mismos, con destino a la importación o exportación para consumo humano, en puertos marítimos y fluviales, aeropuertos y pasos fronterizos, en concordancia con la legislación sanitaria, procedimientos, políticas y directrices vigentes.",NO ESPECIFICADO,,9.0
41797,"Realizar las actividades que se generen del manejo del sistema de información en la inspección vigilancia y control de los productos competencia del INVIMA, para la protección de la salud de la población, de acuerdo con las normas y procedimientos vigentes.",PROFESIONAL,,30.0
41801,"Realizar actividades de apoyo técnico que permitan la inspección física sanitaria de Alimentos y materias primas para los mismos, con destino a la importación o exportación para consumo humano, en puertos marítimos y fluviales, aeropuertos y pasos fronterizos, en concordancia con la legislación sanitaria, procedimientos, políticas y directrices vigentes.",PROFESIONAL,,9.0
41801,"Realizar actividades de apoyo técnico que permitan la inspección física sanitaria de Alimentos y materias primas para los mismos, con destino a la importación o exportación para consumo humano, en puertos marítimos y fluviales, aeropuertos y pasos fronterizos, en concordancia con la legislación sanitaria, procedimientos, políticas y directrices vigentes.",NO ESPECIFICADO,,9.0
41798,"Realizar las actividades que se generen del manejo del sistema de información en la inspección vigilancia y control de los productos competencia del INVIMA, para la protección de la salud de la población, de acuerdo con las normas y procedimientos vigentes.",PROFESIONAL,,30.0
41799,"Ejecutar las acciones de inspección, vigilancia y control, expedición de registros sanitarios y laboratorios de acuerdo a los planes y programas establecidos en la entidad, para los productos de competencia de la Dirección de Dispositivos Médicos y otras Tecnologías.",PROFESIONAL,,19.0
41800,Estudiar los aspectos legales de las solicitudes de Registros Sanitarios de los productos competencia de la Dirección de Medicamentos y Productos Biológicos.,PROFESIONAL,,19.0
41802,"Realizar actividades de apoyo técnico que permitan la inspección física sanitaria de Alimentos y materias primas para los mismos, con destino a la importación o exportación para consumo humano, en puertos marítimos y fluviales, aeropuertos y pasos fronterizos, en concordancia con la legislación sanitaria, procedimientos, políticas y directrices vigentes.",PROFESIONAL,,9.0
41802,"Realizar actividades de apoyo técnico que permitan la inspección física sanitaria de Alimentos y materias primas para los mismos, con destino a la importación o exportación para consumo humano, en puertos marítimos y fluviales, aeropuertos y pasos fronterizos, en concordancia con la legislación sanitaria, procedimientos, políticas y directrices vigentes.",NO ESPECIFICADO,,9.0
41803,"Realizar las actividades que se generen del manejo del sistema de información en la inspección vigilancia y control de los productos competencia del INVIMA, para la protección de la salud de la población, de acuerdo con las normas y procedimientos vigentes.",PROFESIONAL,,30.0
41804,"Ejecutar las acciones de certificación,  inspección, vigilancia y control, expedición de registros sanitarios y laboratorios de acuerdo a los planes y programas establecidos en la entidad, para los productos de competencia de la Dirección de Medicamentos y Productos Biológicos.",PROFESIONAL,,19.0
