postulante,nivel_educativo_texto,titulos_principales,anios_experiencia_efectiva,total_formaciones,cantidad_nbc,cantidad_areas,nivel_educativo_maximo,cant_bachiller,cant_doctorado,cant_educacion_basica_primaria,cant_educacion_basica_secundaria,cant_educacion_informal,cant_especializacion_profesional,cant_especializacion_tecnica_profesional,cant_especializacion_tecnologica,cant_formacion_academica,cant_formacion_laboral,cant_formacion_penitenciaria,cant_maestria,cant_normalista,cant_postdoctorado,cant_profesional,cant_tecnico_profesional,cant_tecnologico,tiene_posgrado,tiene_formacion_complementaria,perfil_multidisciplinario,total_experiencias,periodos_efectivos,dias_experiencia_efectiva,anios_experiencia_efectiva,antiguedad_laboral_dias,antiguedad_laboral_anios,densidad_laboral,duracion_promedio_experiencia,duracion_maxima_experiencia,duracion_minima_experiencia,experiencia_amplia,experiencia_extensa,trayectoria_estable,multiples_experiencias,total_empleos_postulados,participa_varios_concursos
897406983,BACHILLER,Bachiller academico | ELECTRICISTA,4.05,2,0,0,FORMACION LABORAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1478,4.05,1478,4.05,1.0,1478.0,1478,1478,0,0,1,0,1,0
897407765,BACHILLER,Bachiller Academico,8.22,2,0,0,EDUCACION BASICA SECUNDARIA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3003,8.22,3003,8.22,1.0,3003.0,3003,3003,1,0,1,0,1,0
897408223,BACHILLER,BACHILLER ACADEMICO | CAPACITACIONES EN SEGURIDAD DE INTALACIONES | capacitacion en majo de armas nivel 1,5.21,3,0,0,BACHILLER,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,1903,5.21,4071,11.15,0.467,516.25,858,137,1,0,0,1,1,0
897408605,BACHILLER,Bachiller Academico,3.12,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1141,3.12,1141,3.12,1.0,1141.0,1141,1141,0,0,1,0,1,0
897408719,BACHILLER,BACHILLER ACADEMICO,16.39,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5986,16.39,9819,26.88,0.61,997.67,5194,49,1,1,0,1,1,0
897409978,BACHILLER,BACHILLER | BRIGADA DE EMERGENCIA | MANEJO DECISIVO | NIVEL BASICO - CONDUCIR VEHICULOS AUTOMOTORES DE TRANSPORTE INTERMUNICIPAL O SERVICIO ESPECIAL DE PASAJEROS,17.33,4,0,0,EDUCACION BASICA SECUNDARIA,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,6328,17.33,7879,21.57,0.803,527.33,1495,34,1,1,1,1,1,0
897410486,BACHILLER,baachiller academico,5.5,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2008,5.5,2034,5.57,0.987,502.5,1574,68,1,0,1,1,1,0
897411915,TECNICO PROFESIONAL,ACADEMICO | APTITUD PSICOFISICA | ELECTRISISTA INSTALADORES DE REDES INTERNAS | FUNDAMENTACIÓN EN VIGILANCIA | OPERADOR MEDIOS TECNOLOGICOS | OPERADOR SEGURIDAD AEREOPORTUARIA | OPERADOR SEGURIDAD AVIACION CIVIL | REENTRENAMIENTO VIGILANCIA | REENTRENAMIENTO Y VIGILANCIA,9.09,20,0,0,EDUCACION INFORMAL,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3319,9.09,3321,9.09,0.999,829.75,1570,278,1,0,1,1,1,0
897412580,BACHILLER,Atender clientes deacuerdo con procedimiento de servicio y normativa | Bachiller Basico | Profundizacion en modos de operacion delincuencial para personal de vigilancia | Reentrenamiento vigilancia | operador de maquinas de transformacion de plasticos por inyeccion,8.3,5,0,0,EDUCACION INFORMAL,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3030,8.3,3030,8.3,1.0,3030.0,3030,3030,1,0,1,0,1,0
897413197,BACHILLER,BACHILLER,7.11,1,0,0,EDUCACION BASICA SECUNDARIA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2597,7.11,8746,23.95,0.297,519.4,1020,235,1,0,0,1,1,0
897413484,BACHILLER,BACHILLER ACADEMICO,2.52,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,922,2.52,922,2.52,1.0,922.0,922,922,0,0,1,0,1,0
897413690,BACHILLER,BACHILLER ACADÉMICO | CAPACITACIÓN VIRTUAL EN EL SISTEMA DE GESTIÓN DE LA SEGURIDAD Y LA SALUD EN EL TRABAJO | MOVILIDAD SEGURA - MOTOCICLISTA,8.22,3,0,0,EDUCACION INFORMAL,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,9,3003,8.22,3895,10.66,0.771,300.5,679,58,1,0,0,1,3,1
897414188,TECNOLOGICO,APLICACION DE NORMAS LEGALES EN LA VINCULACION EN LABORAL | APLICACION DE PROCEDIMIENTOS EN LA CONTRATACION ESTATAL | AUTOCAD 2D | BACHILLER | COSTOS Y PRESUPUESTOS PARA EDIFICACIONES I GENERALIDADES | ESTRUCTURACIÓN DE PLAN DE NEGOCIO | TECNOLOGIA EN DESARROLLO GRAFICO DE PROYECTOS DE ARQUITECTURA E INGENIERIA | TECNOLOGÍA EN GESTIÓN DE PROCESOS DE PREPRENSA PARA MEDIOS,1.83,8,1,2,BACHILLER,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,3,668,1.83,832,2.28,0.803,222.67,332,118,0,0,1,1,1,0
897414694,BACHILLER,bachiller agropecuaria,15.69,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5731,15.69,8988,24.61,0.638,1245.4,3100,496,1,1,0,1,1,0
897415354,BACHILLER,BACHILLER | Basico De Sistemas | FORMULACIÓN Y ESTRUCTURACIÓN DE PROYECTOS Y ESTRUCTURA DE INFORMES TÉCNICOS - CAMPESENA | LAS REDES SOCIALES EN EL DESARROLLO DE UNA ESTRATEGIA DIGITAL INTEGRAL | MANEJO AGRONOMICO DEL CULTIVO DE AGUACATE HASS | Sembrar Cultivo De Acuerdo Con Especificaciones Técnicas y Buenas Prácticas Agrícolas - NIVEL INTERMEDIO | diplomado de plan de saneamiento basico ambiental | diplomado liderazgo y productividad,21.85,9,0,0,EDUCACION INFORMAL,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7982,21.85,7982,21.85,1.0,7982.0,7982,7982,1,1,1,0,1,0
897415547,BACHILLER,Bachiller Tecnico Agropecuario,5.08,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1856,5.08,1856,5.08,1.0,1856.0,1856,1856,1,0,1,0,1,0
897415604,PROFESIONAL,BACHILLERATO | DERECHO,2.02,2,1,1,PROFESIONAL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,736,2.02,1270,3.48,0.58,184.0,243,126,0,0,0,1,2,1
897415704,PROFESIONAL,ARQUITECTURA | Bachiller Academica Enfasis en Ciencias Naturales | Basico de Salud Ocupacional | Bienal Panamerica de Arquitectura de Quito 2018 | Educacion Basica Primaria | ISO 9001 fundamentos de un sistema de gestion de calidad | Seminario sobre Nuevos Parametros de Sismoresistencia | TECNOLOGIA EN DESARROLLO GRAFICO DE PROYECTOS DE ARQUITECTURA E INGENIERIA,3.73,8,1,1,EDUCACION INFORMAL,1,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1364,3.73,1364,3.73,1.0,1364.0,1364,1364,0,0,1,0,1,0
897416416,TECNOLOGICO,Bachiller | Complementario,0.51,2,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,185,0.51,185,0.51,1.0,185.0,185,185,0,0,1,0,1,0
897416703,BACHILLER,Ballicher Academico,0.77,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,281,0.77,584,1.6,0.481,93.67,118,55,0,0,0,1,1,0
897417669,BACHILLER,Bachiller Academico | Bachiller academico,6.09,2,0,0,BACHILLER,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2225,6.09,2225,6.09,1.0,2225.0,2225,2225,1,0,1,0,1,0
897417985,BACHILLER,AVANZADO TRABAJO SEGURO EN ALTURAS | BACHILLER ACADEMICO | HIGIENE PARA MANIPULADORES DE ALIMENTOS | REENTRENAMIENTO VIGILANCIA | SERVICIO AL CLIENTE,0.71,5,0,0,EDUCACION INFORMAL,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,258,0.71,763,2.09,0.338,129.0,172,86,0,0,0,0,1,0
897419226,TECNICO PROFESIONAL,BACHILLER TECNICO | CONSTRUCCION DE BASES DE DATOS CON MYSQL | DIPLOMADO DE MODELO DE NEGOCIOS INNOVACION Y EMPRENDIMIENTO | ENGLISH DOT WORKS 1 - INGLES | TECNICO EN CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS | TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SOFTWARE | TÉCNICA PROFESIONAL EN INSTALACIÓN Y CONFIGURACION DE REDES,3.26,7,0,1,FORMACION ACADEMICA,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,4,4,1191,3.26,1390,3.81,0.857,297.75,715,86,0,0,1,1,1,0
897419733,TECNICO PROFESIONAL,ACTUALIZACION EN VIGILANCIA | ACTUALIZACION EN VIGILANCIA PRIVADA | AVANZADO  DE  SUPERVISOR | AVANZADO DE SUPERVISOR | AVANZADO DE VIGILANCIA Y SEGURIDAD PRIVADA | BACHILLER ACADEMICO | BASICO PARA VIGILANTE NIVEL II | BÁSICA PRIMARIA | DIPLOMA DE ESTUDIOS BIBLICOS | ESPECIALIZACION EN VIGILANCIA COMERCIAL | ESTUDIOS  BIBLICOS PARA  JOVENES | ESTUDIOS  INTRODUCTORIOS | FACILITAR EL SERVICIO A LOS CLIENTES INTERNOS Y EXTERNOS | SUPERVISION PARA LA VIGILANCIA PRIVADA | TECNICO EN BIBLIA Y TEOLOGIA,19.58,16,0,0,EDUCACION INFORMAL,0,0,1,1,10,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,5,4,7151,19.58,11217,30.71,0.638,1460.4,4978,151,1,1,0,1,1,0
897421519,FORMACION LABORAL,BACHILLER ACADEMICO | CONTABILIDAD DE INVENTARIOS | SEMINARIO ATENCION Y SERVICIO AL CLIENTE | TECNICO EN LOGISTICA EMPRESARIAL | TECNICO LABORAL EN AUXILIAR EN SERVICIOS FARMACEUTICOS,2.74,5,0,0,EDUCACION INFORMAL,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1000,2.74,1000,2.74,1.0,1000.0,1000,1000,0,0,1,0,1,0
897421694,BACHILLER,Bachiller | Rentrenamiento en vigilancia,1.0,2,0,0,EDUCACION BASICA SECUNDARIA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,364,1.0,364,1.0,1.0,364.0,364,364,0,0,1,0,1,0
897421784,TECNICO PROFESIONAL,ACTUALIZACIÓN EN SEGURIDAD VIAL Y PREVENCIÓN DE ACCIDENTES EN EL TRANSPORTE PÚBLICO DE PASAJEROS | BACHILLER EN PROMOCIÓN SOCIAL | CURSO DE CAJAS Y TABLEROS DE DISTRIBUCIÓN | GESTIÓN DE TRANSPORTE TERRESTRE URBANO DE PASAJEROS | MANIPULACIÓN DE ALIMENTOS | TECNICO LABORAL POR COMPETENCIAS EN OPERACIÓN DE TRANSPORTE TERRESTRE,8.91,6,0,0,BACHILLER,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,3254,8.91,4895,13.4,0.665,813.5,1826,32,1,0,0,1,1,0
897422199,PROFESIONAL,Bachiller Técnico especialidad Gestión Empresarial y Financiera | NEGOCIOS INTERNACIONALES,1.14,2,1,1,PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,418,1.14,418,1.14,1.0,418.0,418,418,0,0,1,0,1,0
897422888,BACHILLER,Bachiller académico | Primeros auxilios | Técnicas básicas de aseo,11.64,3,0,0,EDUCACION INFORMAL,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4250,11.64,4726,12.94,0.899,2125.0,2214,2036,1,1,1,0,1,0
897426077,BACHILLER,bachillerato,2.09,1,0,0,EDUCACION BASICA SECUNDARIA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,762,2.09,762,2.09,1.0,762.0,762,762,0,0,1,0,1,0
897427317,BACHILLER,Bachiller Tecnico Especialidad- Informatica | INGENIERIA INDUSTRIAL,0.84,2,1,1,PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,306,0.84,306,0.84,1.0,306.0,306,306,0,0,1,0,1,0
897430842,TECNOLOGICO,Bachiller en Secretariado Comercial | Conferencia Aplicación de Herramientas Online siigo nube | Curso Contabilidad Básica | Curso Diseño Liquidacion y pago de Nomina | Curso English Does Work - Level 2 | Curso English Does Work Level - 3 | Curso de Capacitacion de Herramientas Online | Curso de Capacitación Liquidación de Primas | Curso de Capacitación Medios Magnéticos | Curso en Administración y Recuperación de la Cartera de Créditos | Curso en Ejercicio Derechos Fundamentales en el Trabajo | Curso en Implementación del Software Contable SIIGO NUBE | Curso en Servicio al Cliente | Diplomado en Contabilidad Básica Bajo Normas Internacionales de Información Financiera | English Does Work - Level 1 | Ingles Básico Nivel 2 | Seminario postulación y preparación para acceder a cargos de la comisión nacional del servicio civil | Tecnólogo en Gestión Contable y Financiera | Técnico Laboral en Administración Contable y Financiera,5.6,19,0,0,EDUCACION INFORMAL,1,0,0,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,4,4,2045,5.6,3985,10.91,0.513,511.25,867,183,1,0,0,1,1,0
897431267,TECNICO PROFESIONAL,"BACHILLER ACADEMICO | CONTABILIDAD SISTEMATIZADA | TECNOLOGIA EN GESTION INTEGRADA DE LA CALIDAD, MEDIO AMBIENTE, SEGURIDAD Y SALUD OCUPACIONAL",2.59,3,1,1,FORMACION ACADEMICA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,4,947,2.59,1330,3.64,0.712,236.75,568,46,0,0,0,1,1,0
897431565,BACHILLER,ADMINISTRACION DE EMPRESAS | bachillerato,1.74,2,1,1,PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,637,1.74,853,2.34,0.747,318.5,459,178,0,0,0,0,1,0
897434457,PROFESIONAL,Academico | INGENIERIA AMBIENTAL,1.0,2,0,1,PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,366,1.0,366,1.0,1.0,366.0,366,366,0,0,1,0,1,0
897438532,TECNOLOGICO,"Bachiller Académico con Énfasis en Contabilidad y Finanzas | TECNOLGIA EN GESTION INTEGRADA DE LA CALIDAD, MEDIO AMBIENTE, SEGURIDAD Y SALUD OCUPACIONAL",0.58,2,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,211,0.58,346,0.95,0.61,105.5,180,31,0,0,0,0,1,0
897439186,TECNOLOGICO,BACHILLER TECNICO | TECNICO EN ERCADEO Y VENTAS | TECNOLOGIA EN INGENIERIA DE SISTEMAS,2.54,3,0,0,EDUCACION INFORMAL,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,927,2.54,1325,3.63,0.7,318.33,428,230,0,0,0,1,1,0
897440032,BACHILLER,Bachiller empresarial,4.28,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1562,4.28,5016,13.73,0.311,642.67,1195,365,0,0,0,1,1,0
897568045,BACHILLER,BACHILLER ACADEMICO | CURSO BASICO EN VIGILANCIA | INTRODUCCION A LA VIGILANCIA,21.16,3,0,0,EDUCACION INFORMAL,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7728,21.16,7728,21.16,1.0,7728.0,7728,7728,1,1,1,0,1,0
897568049,BACHILLER,Bachillerato | CURSO DE ASESOR DE SERVICIO AL CLIENTE CON  ÉNFASIS EN COMUNICACIÓN ASERTIVA,6.0,2,0,0,EDUCACION INFORMAL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,2192,6.0,3014,8.25,0.727,182.67,311,44,1,0,0,1,1,0
897571951,BACHILLER,bachiller academico,0.6,1,0,0,EDUCACION BASICA SECUNDARIA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,219,0.6,219,0.6,1.0,219.0,219,219,0,0,1,0,1,0
897572018,TECNOLOGICO,BACHILLER ACADÉMICO | CAPACITACION EN ACTUALIZACION EN NORMAS Y PROCEDIMIENTOS DE TRANSITO TRANSPORTE Y SEGURIDAD VIAL | MANTENIMIENTO PREVENTIVO DEL EQUIPO DE TRANSPORTE INTERMUNICIPAL DE PASAJEROS | NORMAS DE TRANSITO EN LA CONDUCCION DE VEHICULOS AUTOMOTORES | TECNOLOGIA EN GESTION HOTELERA | VALIDACIÓN DE DESTREZASEN LA CONDUCCIÓN DE VEHÍCULOS DE CARGA Y PASAJEROS,6.64,6,1,1,EDUCACION INFORMAL,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,9,2427,6.64,3636,9.95,0.667,269.67,1287,92,1,0,0,1,1,0
897572485,BACHILLER,BACHILLER ACADEMICO | REENTRENAMIENTO VIGILANCIA,8.15,2,0,0,EDUCACION INFORMAL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2975,8.15,2975,8.15,1.0,2975.0,2975,2975,1,0,1,0,1,0
897573648,TECNICO PROFESIONAL,BACHILLER ACADEMICO | TECNICA PROFESIONAL EN MANEJO Y EXTENSION AMBIENTAL | TECNICO EN TRATAMIENTO DE AGUA,12.69,3,1,1,FORMACION LABORAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4635,12.69,4635,12.69,1.0,4635.0,4635,4635,1,1,1,0,1,0
897574200,TECNICO PROFESIONAL,Atención Integral a la Primera Infancia | Bachiller Académico | Contabilidad Comercial Sistematizada | DIPLOMADO INCLUSION EN LA PRIMERA INFANCIA | Secretariado Comercial Sistematizado,4.1,5,0,0,EDUCACION INFORMAL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,8,8,1498,4.1,3987,10.92,0.376,187.25,357,92,0,0,0,1,1,0
897574309,MAESTRIA,Aplicación de SIG en sistemas forestales y agroecológicos | Bases de datos generalidades y sistemas de gestión | CURSO INDICADORES DE GESTIÓN | Comunicación en quipos de trabajo | INGENIERIA CIVIL | MAESTRIA EN INGENIERIA - ESTRUCTURAS | MARCO LOGICO DE PROYECTOS,17.32,7,1,1,EDUCACION INFORMAL,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,6326,17.32,6326,17.32,1.0,6326.0,6326,6326,1,1,1,0,2,1
897574421,BACHILLER,bachiller | catedra presencial y capacitacion en sitio,5.02,2,0,0,BACHILLER,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1832,5.02,3542,9.7,0.517,610.67,753,334,1,0,0,1,1,0
897574616,PROFESIONAL,ADMINISTRACION FINANCIERA | BACHILLER ACADEMICO | COMPETENCIAS ESENCIALES PARA EL EMPLEO PÚBLICO | TECNOLOGIA EN GESTION FINANCIERA,19.53,4,1,1,EDUCACION INFORMAL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,7135,19.53,7135,19.53,1.0,7135.0,7135,7135,1,1,1,0,1,0
897575365,PROFESIONAL,BACHILLER ACADEMICO | TECNICO EN PROGRAMACION DE SOTWARE | TRABAJO SOCIAL,1.57,3,1,1,PROFESIONAL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,575,1.57,575,1.57,1.0,575.0,575,575,0,0,1,0,1,0
897576796,BACHILLER,Bachiller Academico | Educacion Basica Primaria | Procedimientos Administrativos,17.06,3,0,0,BACHILLER,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6232,17.06,6232,17.06,1.0,6232.0,6232,6232,1,1,1,0,1,0
897577036,PROFESIONAL,Analisis de datos con Python | Bachiller Academico | Basica primaria | Developer Java Vol 1 | INGENIERIA DE SOFTWARE | Java developer FullStack | TECNOLOGIA EN COMPUTACION,4.95,7,1,1,PROFESIONAL,0,0,1,1,1,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,3,2,1807,4.95,2175,5.95,0.831,724.33,1230,366,0,0,1,1,2,1
897577405,TECNICO PROFESIONAL,Bachiller Académico | CURSO BASICO PRIMER NIVEL DE VIGILANCIA | CURSO ESCOLTA PRIMERA FASE | Diplomado en programación orientada a objetos en C | TECNICA PROFESIONAL EN INGENIERIA DE SISTEMAS,6.59,5,1,1,EDUCACION INFORMAL,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,2407,6.59,6330,17.33,0.38,601.75,1125,159,1,0,0,1,2,1
897577891,BACHILLER,control de acceso | fundamentacion en vigilantes | reentrenamiento vigilantes | servicio y atencion al cliente | tecnico Agricola | tecnico en produccion agricola con enfasis en cultivos de frutas y hortalizas,5.84,6,0,0,FORMACION LABORAL,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,3,2134,5.84,2845,7.79,0.75,711.33,1571,166,1,0,0,1,1,0
897582608,PROFESIONAL,BACHILLER ACADÉMICO | SALUD OCUPACIONAL,10.62,2,1,1,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,6,3879,10.62,4566,12.5,0.85,584.43,2514,49,1,1,1,1,1,0
897583172,BACHILLER,Bachiller academico | Basica primaria,17.63,2,0,0,EDUCACION BASICA SECUNDARIA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,6438,17.63,10210,27.95,0.631,632.27,1461,61,1,1,0,1,1,0
897585147,PROFESIONAL,CONTADURIA PUBLICA,14.85,1,1,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5425,14.85,5425,14.85,1.0,5425.0,5425,5425,1,1,1,0,1,0
897586577,FORMACION ACADEMICA,CURSO INTRODUCTORIO A LA FORMACION PROFESIONAL INTEGRAL | TRATAMIENTO PRIMARIO DE RESIDUOS SOLIDOS | bachiller academico,0.58,3,0,0,EDUCACION INFORMAL,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,213,0.58,213,0.58,1.0,213.0,213,213,0,0,1,0,1,0
897587979,BACHILLER,Bachiller academico,2.11,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,769,2.11,777,2.13,0.99,192.25,357,45,0,0,1,1,1,0
897593645,TECNOLOGICO,ADMINISTRACION Y CONTROL DE INVENTARIOS | APLICACION DE HOJAS DE CALCULO EN EXCEL | AUDITORIA INTERNA Y NORMATIVIDAD PESV | BACHILLER TECNICO | CUENTAS CONTABLES | CURSO DE EXCEL INTERMEDIO Y DESARROLLO DE CAPACIDADES ANALÍTICAS | FORMULACION PLANES DE NEGOCIO | INTEGRIDAD TRANSPARENCIA Y LUCHA CONTRA LA CORRUPCION | MANEJO DEFENSIVO PRIMEROS AUXILIOS LEGISLACION DE TRANSITO | NIVEL AVANZADO ORIENTAR FORMACION PRESENCIAL DE ACUERDO CON PROCEDIMIENTOS TECNICOS Y NORMATIVA | PRIMER RESPONDIENTE GENTE QUE AYUDA | SISTEMA DE GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO | TECNOLOGIA EN CONTABILIDAD Y FINANZAS | UNA OPORTUNIDAD DE CRECIMIENTO PERSONAL Y PROFESIONAL,4.99,14,1,1,EDUCACION INFORMAL,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,5,1823,4.99,3622,9.92,0.503,364.6,669,105,0,0,0,1,1,0
897596760,PROFESIONAL,ADMINISTRACION DE EMPRESAS | Bachiller Tecnico con Especialidad en Gestion Empresarial,1.09,2,1,1,PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,398,1.09,398,1.09,1.0,398.0,398,398,0,0,1,0,1,0
897596926,BACHILLER,BACHILLER ACADEMICO,9.13,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3333,9.13,3374,9.24,0.988,1111.33,1309,745,1,0,1,1,1,0
897599759,BACHILLER,BACHILLER ACADEMICO,21.91,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8001,21.91,8001,21.91,1.0,8001.0,8001,8001,1,1,1,0,1,0
897602179,TECNICO PROFESIONAL,ADMINISTRACION DE EMPRESAS | Bachiller Académico | Curso de Excel Intermedio y Desarrollo de Capacidades Analíticas | English Does Work Level 2 | Técnico laboral por competencias en mantenimiento de motocicletas,14.48,5,1,1,EDUCACION INFORMAL,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,4,5290,14.48,5478,15.0,0.966,1322.5,4618,119,1,1,1,1,1,0
897602292,PROFESIONAL,ADMINISTRACION DE EMPRESAS | Bachiller con enfasis en contabilidad y finanzas | DIPLOMADO EN SISTEMAS INTEGRADOS DE GESTIÓN | TECNOLOGIA EN GESTION DEL TALENTO HUMANO | TECNOLOGIA EN GESTION PUBLICA,1.49,5,1,1,BACHILLER,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,2,2,543,1.49,1015,2.78,0.535,271.5,346,197,0,0,0,0,1,0
897604686,BACHILLER,bachiller,3.66,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1335,3.66,1569,4.3,0.851,501.33,897,243,0,0,1,1,1,0
897605930,BACHILLER,BACHILLERATO ACADEMICO,3.52,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1286,3.52,1286,3.52,1.0,1286.0,1286,1286,0,0,1,0,1,0
897610739,PROFESIONAL,ABC DEL SERVIDOR PUBLICO | ADMINISTRACION FINANCIERA | Bachiller | Fundamentos de Contratación Estatal | Gerencia Financiera con énfasis en riesgo crediticio | Habilidades Gerenciales para la Gestión Bancaria | MIPGIIGestión con Sentido y Resultados | Modelo Integrado de Planeación y Gestión MIPG | Servicio al cliente y metodología NPS | Servidor Publico 4 -0 | Sistema de Control Interno Basado en el modelo Estandar de Control Interno MECI | Técnico en Nomina y Prestaciones Sociales,16.71,12,1,1,EDUCACION INFORMAL,1,0,0,0,9,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,10,10,6103,16.71,6588,18.04,0.926,610.3,1379,76,1,1,1,1,1,0
